,date, Population, Annual % Change,Country
43,1993-12-31,375241,0.9,malta
44,1994-12-31,378563,0.89,malta
45,1995-12-31,381849,0.87,malta
46,1996-12-31,385269,0.9,malta
47,1997-12-31,388839,0.93,malta
48,1998-12-31,392483,0.94,malta
49,1999-12-31,395983,0.89,malta
50,2000-12-31,399212,0.82,malta
51,2001-12-31,402151,0.74,malta
52,2002-12-31,404699,0.63,malta
53,2003-12-31,406919,0.55,malta
54,2004-12-31,408798,0.46,malta
55,2005-12-31,410208,0.34,malta
56,2006-12-31,411197,0.24,malta
57,2007-12-31,412081,0.21,malta
58,2008-12-31,413401,0.32,malta
59,2009-12-31,415500,0.51,malta
60,2010-12-31,418755,0.78,malta
61,2011-12-31,423571,1.15,malta
62,2012-12-31,429907,1.5,malta
63,2013-12-31,437525,1.77,malta
64,2014-12-31,446441,2.04,malta
65,2015-12-31,456579,2.27,malta
66,2016-12-31,467705,2.44,malta
67,2017-12-31,479497,2.52,malta
68,2018-12-31,491586,2.52,malta
69,2019-12-31,503635,2.45,malta
70,2020-12-31,515358,2.33,malta
71,2021-12-31,526748,2.21,malta
72,2022-12-31,533286,1.24,malta
73,2023-12-31,535064,0.33,malta
74,2024-12-31,536740,0.31,malta
75,2025-12-31,538297,0.29,malta
76,2026-12-31,539715,0.26,malta
77,2027-12-31,540956,0.23,malta
78,2028-12-31,541996,0.19,malta
79,2029-12-31,542824,0.15,malta
80,2030-12-31,543425,0.11,malta
81,2031-12-31,543793,0.07,malta
82,2032-12-31,543919,0.02,malta
83,2033-12-31,543800,-0.02,malta
84,2034-12-31,543443,-0.07,malta
85,2035-12-31,542874,-0.1,malta
86,2036-12-31,542106,-0.14,malta
87,2037-12-31,541163,-0.17,malta
88,2038-12-31,540076,-0.2,malta
89,2039-12-31,538874,-0.22,malta
90,2040-12-31,537574,-0.24,malta
91,2041-12-31,536189,-0.26,malta
92,2042-12-31,534754,-0.27,malta
93,2043-12-31,533270,-0.28,malta
94,2044-12-31,531758,-0.28,malta
95,2045-12-31,530247,-0.28,malta
96,2046-12-31,528737,-0.28,malta
97,2047-12-31,527222,-0.29,malta
98,2048-12-31,525713,-0.29,malta
99,2049-12-31,524226,-0.28,malta
100,2050-12-31,522737,-0.28,malta
101,2051-12-31,521238,-0.29,malta
102,2052-12-31,519731,-0.29,malta
103,2053-12-31,518203,-0.29,malta
104,2054-12-31,516660,-0.3,malta
105,2055-12-31,515104,-0.3,malta
106,2056-12-31,513520,-0.31,malta
107,2057-12-31,511902,-0.32,malta
108,2058-12-31,510229,-0.33,malta
109,2059-12-31,508502,-0.34,malta
110,2060-12-31,506713,-0.35,malta
111,2061-12-31,504829,-0.37,malta
112,2062-12-31,502839,-0.39,malta
113,2063-12-31,500740,-0.42,malta
114,2064-12-31,498514,-0.44,malta
115,2065-12-31,496148,-0.47,malta
116,2066-12-31,493641,-0.51,malta
117,2067-12-31,490976,-0.54,malta
118,2068-12-31,488147,-0.58,malta
119,2069-12-31,485170,-0.61,malta
120,2070-12-31,482048,-0.64,malta
121,2071-12-31,478788,-0.68,malta
122,2072-12-31,475401,-0.71,malta
123,2073-12-31,471896,-0.74,malta
124,2074-12-31,468278,-0.77,malta
125,2075-12-31,464555,-0.8,malta
126,2076-12-31,460760,-0.82,malta
127,2077-12-31,456911,-0.84,malta
128,2078-12-31,453010,-0.85,malta
129,2079-12-31,449082,-0.87,malta
130,2080-12-31,445138,-0.88,malta
131,2081-12-31,441193,-0.89,malta
132,2082-12-31,437277,-0.89,malta
133,2083-12-31,433409,-0.88,malta
134,2084-12-31,429611,-0.88,malta
135,2085-12-31,425889,-0.87,malta
136,2086-12-31,422272,-0.85,malta
137,2087-12-31,418762,-0.83,malta
138,2088-12-31,415365,-0.81,malta
139,2089-12-31,412102,-0.79,malta
140,2090-12-31,408981,-0.76,malta
141,2091-12-31,406024,-0.72,malta
142,2092-12-31,403223,-0.69,malta
143,2093-12-31,400584,-0.65,malta
144,2094-12-31,398113,-0.62,malta
145,2095-12-31,395791,-0.58,malta
146,2096-12-31,393632,-0.55,malta
147,2097-12-31,391633,-0.51,malta
148,2098-12-31,389767,-0.48,malta
149,2099-12-31,388019,-0.45,malta
150,2100-12-31,386365,-0.43,malta
0,1950-12-31,2370311,,moldova
1,1951-12-31,2430564,2.54,moldova
2,1952-12-31,2494779,2.64,moldova
3,1953-12-31,2563597,2.76,moldova
4,1954-12-31,2637035,2.86,moldova
5,1955-12-31,2714714,2.95,moldova
6,1956-12-31,2795865,2.99,moldova
7,1957-12-31,2879651,3.0,moldova
8,1958-12-31,2964841,2.96,moldova
9,1959-12-31,3049756,2.86,moldova
10,1960-12-31,3133267,2.74,moldova
11,1961-12-31,3213979,2.58,moldova
12,1962-12-31,3289323,2.34,moldova
13,1963-12-31,3358162,2.09,moldova
14,1964-12-31,3420198,1.85,moldova
15,1965-12-31,3476796,1.65,moldova
16,1966-12-31,3529794,1.52,moldova
17,1967-12-31,3579245,1.4,moldova
18,1968-12-31,3625655,1.3,moldova
19,1969-12-31,3669484,1.21,moldova
20,1970-12-31,3711140,1.14,moldova
21,1971-12-31,3751337,1.08,moldova
22,1972-12-31,3790996,1.06,moldova
23,1973-12-31,3831275,1.06,moldova
24,1974-12-31,3872281,1.07,moldova
25,1975-12-31,3913586,1.07,moldova
26,1976-12-31,3954568,1.05,moldova
27,1977-12-31,3994206,1.0,moldova
28,1978-12-31,4031773,0.94,moldova
29,1979-12-31,4067626,0.89,moldova
30,1980-12-31,4103240,0.88,moldova
31,1981-12-31,4139686,0.89,moldova
32,1982-12-31,4178053,0.93,moldova
33,1983-12-31,4218421,0.97,moldova
34,1984-12-31,4259952,0.98,moldova
35,1985-12-31,4300695,0.96,moldova
36,1986-12-31,4343283,0.99,moldova
37,1987-12-31,4388483,1.04,moldova
38,1988-12-31,4428709,0.92,moldova
39,1989-12-31,4459383,0.69,moldova
40,1990-12-31,4480199,0.47,moldova
41,1991-12-31,4490927,0.24,moldova
42,1992-12-31,4494902,0.09,moldova
43,1993-12-31,4493689,-0.03,moldova
44,1994-12-31,4482507,-0.25,moldova
45,1995-12-31,4461231,-0.47,moldova
46,1996-12-31,4430195,-0.7,moldova
47,1997-12-31,4393789,-0.82,moldova
48,1998-12-31,4353534,-0.92,moldova
49,1999-12-31,4303938,-1.14,moldova
50,2000-12-31,4251573,-1.22,moldova
51,2001-12-31,4200501,-1.2,moldova
52,2002-12-31,4147642,-1.26,moldova
53,2003-12-31,4093982,-1.29,moldova
54,2004-12-31,4046995,-1.15,moldova
55,2005-12-31,4001382,-1.13,moldova
56,2006-12-31,3942748,-1.47,moldova
57,2007-12-31,3876843,-1.67,moldova
58,2008-12-31,3812422,-1.66,moldova
59,2009-12-31,3749492,-1.65,moldova
60,2010-12-31,3678186,-1.9,moldova
61,2011-12-31,3595126,-2.26,moldova
62,2012-12-31,3507191,-2.45,moldova
63,2013-12-31,3416530,-2.59,moldova
64,2014-12-31,3338336,-2.29,moldova
65,2015-12-31,3277388,-1.83,moldova
66,2016-12-31,3225123,-1.59,moldova
67,2017-12-31,3180506,-1.38,moldova
68,2018-12-31,3141837,-1.22,moldova
69,2019-12-31,3109491,-1.03,moldova
70,2020-12-31,3084847,-0.79,moldova
71,2021-12-31,3061506,-0.76,moldova
72,2022-12-31,3272996,6.91,moldova
73,2023-12-31,3435931,4.98,moldova
74,2024-12-31,3329865,-3.09,moldova
75,2025-12-31,3254966,-2.25,moldova
76,2026-12-31,3211875,-1.32,moldova
77,2027-12-31,3193756,-0.56,moldova
78,2028-12-31,3185847,-0.25,moldova
79,2029-12-31,3180733,-0.16,moldova
80,2030-12-31,3174727,-0.19,moldova
81,2031-12-31,3167853,-0.22,moldova
82,2032-12-31,3160142,-0.24,moldova
83,2033-12-31,3151669,-0.27,moldova
84,2034-12-31,3142584,-0.29,moldova
85,2035-12-31,3133020,-0.3,moldova
86,2036-12-31,3123061,-0.32,moldova
87,2037-12-31,3112811,-0.33,moldova
88,2038-12-31,3102423,-0.33,moldova
89,2039-12-31,3091956,-0.34,moldova
90,2040-12-31,3081524,-0.34,moldova
91,2041-12-31,3071336,-0.33,moldova
92,2042-12-31,3061537,-0.32,moldova
93,2043-12-31,3052151,-0.31,moldova
94,2044-12-31,3043273,-0.29,moldova
95,2045-12-31,3034910,-0.27,moldova
96,2046-12-31,3026902,-0.26,moldova
97,2047-12-31,3019227,-0.25,moldova
98,2048-12-31,3011890,-0.24,moldova
99,2049-12-31,3004709,-0.24,moldova
100,2050-12-31,2997532,-0.24,moldova
101,2051-12-31,2990387,-0.24,moldova
102,2052-12-31,2983182,-0.24,moldova
103,2053-12-31,2975745,-0.25,moldova
104,2054-12-31,2967901,-0.26,moldova
105,2055-12-31,2959604,-0.28,moldova
106,2056-12-31,2950919,-0.29,moldova
107,2057-12-31,2941820,-0.31,moldova
108,2058-12-31,2932241,-0.33,moldova
109,2059-12-31,2922091,-0.35,moldova
110,2060-12-31,2911390,-0.37,moldova
111,2061-12-31,2900199,-0.38,moldova
112,2062-12-31,2888476,-0.4,moldova
113,2063-12-31,2876253,-0.42,moldova
114,2064-12-31,2863619,-0.44,moldova
115,2065-12-31,2850584,-0.46,moldova
116,2066-12-31,2837180,-0.47,moldova
117,2067-12-31,2823537,-0.48,moldova
118,2068-12-31,2809753,-0.49,moldova
119,2069-12-31,2795905,-0.49,moldova
120,2070-12-31,2782056,-0.5,moldova
121,2071-12-31,2768240,-0.5,moldova
122,2072-12-31,2754518,-0.5,moldova
123,2073-12-31,2741017,-0.49,moldova
124,2074-12-31,2727852,-0.48,moldova
125,2075-12-31,2715046,-0.47,moldova
126,2076-12-31,2702577,-0.46,moldova
127,2077-12-31,2690400,-0.45,moldova
128,2078-12-31,2678570,-0.44,moldova
129,2079-12-31,2667082,-0.43,moldova
130,2080-12-31,2655950,-0.42,moldova
131,2081-12-31,2645128,-0.41,moldova
132,2082-12-31,2634572,-0.4,moldova
133,2083-12-31,2624382,-0.39,moldova
134,2084-12-31,2614511,-0.38,moldova
135,2085-12-31,2604820,-0.37,moldova
136,2086-12-31,2595266,-0.37,moldova
137,2087-12-31,2585856,-0.36,moldova
138,2088-12-31,2576541,-0.36,moldova
139,2089-12-31,2567253,-0.36,moldova
140,2090-12-31,2557949,-0.36,moldova
141,2091-12-31,2548593,-0.37,moldova
142,2092-12-31,2539128,-0.37,moldova
143,2093-12-31,2529517,-0.38,moldova
144,2094-12-31,2519739,-0.39,moldova
145,2095-12-31,2509758,-0.4,moldova
146,2096-12-31,2499593,-0.41,moldova
147,2097-12-31,2489276,-0.41,moldova
148,2098-12-31,2478773,-0.42,moldova
149,2099-12-31,2468055,-0.43,moldova
150,2100-12-31,2457142,-0.44,moldova
0,1950-12-31,19729,,monaco
1,1951-12-31,19901,0.87,monaco
2,1952-12-31,19663,-1.2,monaco
3,1953-12-31,20016,1.8,monaco
4,1954-12-31,20270,1.27,monaco
5,1955-12-31,20430,0.79,monaco
6,1956-12-31,20688,1.26,monaco
7,1957-12-31,21063,1.81,monaco
8,1958-12-31,21383,1.52,monaco
9,1959-12-31,21628,1.15,monaco
10,1960-12-31,21797,0.78,monaco
11,1961-12-31,21907,0.5,monaco
12,1962-12-31,22106,0.91,monaco
13,1963-12-31,22442,1.52,monaco
14,1964-12-31,22766,1.44,monaco
15,1965-12-31,23022,1.12,monaco
16,1966-12-31,23198,0.76,monaco
17,1967-12-31,23281,0.36,monaco
18,1968-12-31,23481,0.86,monaco
19,1969-12-31,23875,1.68,monaco
20,1970-12-31,24270,1.65,monaco
21,1971-12-31,24610,1.4,monaco
22,1972-12-31,24889,1.13,monaco
23,1973-12-31,25102,0.86,monaco
24,1974-12-31,25262,0.64,monaco
25,1975-12-31,25524,1.04,monaco
26,1976-12-31,25898,1.47,monaco
27,1977-12-31,26242,1.33,monaco
28,1978-12-31,26553,1.19,monaco
29,1979-12-31,26834,1.06,monaco
30,1980-12-31,27076,0.9,monaco
31,1981-12-31,27284,0.77,monaco
32,1982-12-31,27573,1.06,monaco
33,1983-12-31,27985,1.49,monaco
34,1984-12-31,28407,1.51,monaco
35,1985-12-31,28807,1.41,monaco
36,1986-12-31,29171,1.26,monaco
37,1987-12-31,29500,1.13,monaco
38,1988-12-31,29802,1.02,monaco
39,1989-12-31,30078,0.93,monaco
40,1990-12-31,30329,0.83,monaco
41,1991-12-31,30564,0.77,monaco
42,1992-12-31,30794,0.75,monaco
43,1993-12-31,31024,0.75,monaco
44,1994-12-31,31253,0.74,monaco
45,1995-12-31,31482,0.73,monaco
46,1996-12-31,31719,0.75,monaco
47,1997-12-31,31968,0.79,monaco
48,1998-12-31,32209,0.75,monaco
49,1999-12-31,32394,0.57,monaco
50,2000-12-31,32465,0.22,monaco
51,2001-12-31,32444,-0.06,monaco
52,2002-12-31,32386,-0.18,monaco
53,2003-12-31,32316,-0.22,monaco
54,2004-12-31,32236,-0.25,monaco
55,2005-12-31,32141,-0.29,monaco
56,2006-12-31,32011,-0.4,monaco
57,2007-12-31,31823,-0.59,monaco
58,2008-12-31,31862,0.12,monaco
59,2009-12-31,32401,1.69,monaco
60,2010-12-31,33178,2.4,monaco
61,2011-12-31,33945,2.31,monaco
62,2012-12-31,34700,2.22,monaco
63,2013-12-31,35425,2.09,monaco
64,2014-12-31,36110,1.93,monaco
65,2015-12-31,36760,1.8,monaco
66,2016-12-31,37071,0.85,monaco
67,2017-12-31,37044,-0.07,monaco
68,2018-12-31,37029,-0.04,monaco
69,2019-12-31,37034,0.01,monaco
70,2020-12-31,36922,-0.3,monaco
71,2021-12-31,36686,-0.64,monaco
72,2022-12-31,36469,-0.59,monaco
73,2023-12-31,36297,-0.47,monaco
74,2024-12-31,36157,-0.39,monaco
75,2025-12-31,36051,-0.29,monaco
76,2026-12-31,35968,-0.23,monaco
77,2027-12-31,35908,-0.17,monaco
78,2028-12-31,35877,-0.09,monaco
79,2029-12-31,35862,-0.04,monaco
80,2030-12-31,35862,0.0,monaco
81,2031-12-31,35879,0.05,monaco
82,2032-12-31,35904,0.07,monaco
83,2033-12-31,35941,0.1,monaco
84,2034-12-31,35987,0.13,monaco
85,2035-12-31,36038,0.14,monaco
86,2036-12-31,36111,0.2,monaco
87,2037-12-31,36184,0.2,monaco
88,2038-12-31,36257,0.2,monaco
89,2039-12-31,36350,0.26,monaco
90,2040-12-31,36443,0.26,monaco
91,2041-12-31,36535,0.25,monaco
92,2042-12-31,36637,0.28,monaco
93,2043-12-31,36748,0.3,monaco
94,2044-12-31,36864,0.32,monaco
95,2045-12-31,36986,0.33,monaco
96,2046-12-31,37113,0.34,monaco
97,2047-12-31,37249,0.37,monaco
98,2048-12-31,37386,0.37,monaco
99,2049-12-31,37523,0.37,monaco
100,2050-12-31,37664,0.38,monaco
101,2051-12-31,37813,0.4,monaco
102,2052-12-31,37968,0.41,monaco
103,2053-12-31,38123,0.41,monaco
104,2054-12-31,38281,0.41,monaco
105,2055-12-31,38448,0.44,monaco
106,2056-12-31,38621,0.45,monaco
107,2057-12-31,38800,0.46,monaco
108,2058-12-31,38985,0.48,monaco
109,2059-12-31,39180,0.5,monaco
110,2060-12-31,39383,0.52,monaco
111,2061-12-31,39593,0.53,monaco
112,2062-12-31,39810,0.55,monaco
113,2063-12-31,40038,0.57,monaco
114,2064-12-31,40281,0.61,monaco
115,2065-12-31,40528,0.61,monaco
116,2066-12-31,40780,0.62,monaco
117,2067-12-31,41038,0.63,monaco
118,2068-12-31,41307,0.66,monaco
119,2069-12-31,41586,0.68,monaco
120,2070-12-31,41868,0.68,monaco
121,2071-12-31,42160,0.7,monaco
122,2072-12-31,42455,0.7,monaco
123,2073-12-31,42758,0.71,monaco
124,2074-12-31,43063,0.71,monaco
125,2075-12-31,43370,0.71,monaco
126,2076-12-31,43678,0.71,monaco
127,2077-12-31,43991,0.72,monaco
128,2078-12-31,44304,0.71,monaco
129,2079-12-31,44618,0.71,monaco
130,2080-12-31,44935,0.71,monaco
131,2081-12-31,45249,0.7,monaco
132,2082-12-31,45565,0.7,monaco
133,2083-12-31,45877,0.68,monaco
134,2084-12-31,46188,0.68,monaco
135,2085-12-31,46498,0.67,monaco
136,2086-12-31,46805,0.66,monaco
137,2087-12-31,47118,0.67,monaco
138,2088-12-31,47419,0.64,monaco
139,2089-12-31,47713,0.62,monaco
140,2090-12-31,48016,0.64,monaco
141,2091-12-31,48311,0.61,monaco
142,2092-12-31,48599,0.6,monaco
143,2093-12-31,48889,0.6,monaco
144,2094-12-31,49184,0.6,monaco
145,2095-12-31,49468,0.58,monaco
146,2096-12-31,49749,0.57,monaco
147,2097-12-31,50032,0.57,monaco
148,2098-12-31,50306,0.55,monaco
149,2099-12-31,50581,0.55,monaco
150,2100-12-31,50858,0.55,monaco
0,1950-12-31,402260,,montenegro
1,1951-12-31,409627,1.83,montenegro
2,1952-12-31,418813,2.24,montenegro
3,1953-12-31,427822,2.15,montenegro
4,1954-12-31,434964,1.67,montenegro
5,1955-12-31,441379,1.47,montenegro
6,1956-12-31,447680,1.43,montenegro
7,1957-12-31,453959,1.4,montenegro
8,1958-12-31,460314,1.4,montenegro
9,1959-12-31,466729,1.39,montenegro
10,1960-12-31,473046,1.35,montenegro
11,1961-12-31,479331,1.33,montenegro
12,1962-12-31,485542,1.3,montenegro
13,1963-12-31,491567,1.24,montenegro
14,1964-12-31,497437,1.19,montenegro
15,1965-12-31,503188,1.16,montenegro
16,1966-12-31,508895,1.13,montenegro
17,1967-12-31,514503,1.1,montenegro
18,1968-12-31,519966,1.06,montenegro
19,1969-12-31,525261,1.02,montenegro
20,1970-12-31,530268,0.95,montenegro
21,1971-12-31,535486,0.98,montenegro
22,1972-12-31,541265,1.08,montenegro
23,1973-12-31,547215,1.1,montenegro
24,1974-12-31,553228,1.1,montenegro
25,1975-12-31,559279,1.09,montenegro
26,1976-12-31,565337,1.08,montenegro
27,1977-12-31,571406,1.07,montenegro
28,1978-12-31,577409,1.05,montenegro
29,1979-12-31,583337,1.03,montenegro
30,1980-12-31,589324,1.03,montenegro
31,1981-12-31,594062,0.8,montenegro
32,1982-12-31,596968,0.49,montenegro
33,1983-12-31,599330,0.4,montenegro
34,1984-12-31,601821,0.42,montenegro
35,1985-12-31,604622,0.47,montenegro
36,1986-12-31,607629,0.5,montenegro
37,1987-12-31,610811,0.52,montenegro
38,1988-12-31,614267,0.57,montenegro
39,1989-12-31,617860,0.58,montenegro
40,1990-12-31,621442,0.58,montenegro
41,1991-12-31,624954,0.57,montenegro
42,1992-12-31,627665,0.43,montenegro
43,1993-12-31,629554,0.3,montenegro
44,1994-12-31,630968,0.22,montenegro
45,1995-12-31,632066,0.17,montenegro
46,1996-12-31,633004,0.15,montenegro
47,1997-12-31,633607,0.1,montenegro
48,1998-12-31,633903,0.05,montenegro
49,1999-12-31,633723,-0.03,montenegro
50,2000-12-31,633324,-0.06,montenegro
51,2001-12-31,633065,-0.04,montenegro
52,2002-12-31,632737,-0.05,montenegro
53,2003-12-31,632351,-0.06,montenegro
54,2004-12-31,632545,0.03,montenegro
55,2005-12-31,632875,0.05,montenegro
56,2006-12-31,632545,-0.05,montenegro
57,2007-12-31,631923,-0.1,montenegro
58,2008-12-31,631466,-0.07,montenegro
59,2009-12-31,631182,-0.04,montenegro
60,2010-12-31,631044,-0.02,montenegro
61,2011-12-31,631788,0.12,montenegro
62,2012-12-31,633051,0.2,montenegro
63,2013-12-31,633946,0.14,montenegro
64,2014-12-31,634294,0.05,montenegro
65,2015-12-31,633966,-0.05,montenegro
66,2016-12-31,633264,-0.11,montenegro
67,2017-12-31,632438,-0.13,montenegro
68,2018-12-31,631455,-0.16,montenegro
69,2019-12-31,630396,-0.17,montenegro
70,2020-12-31,629048,-0.21,montenegro
71,2021-12-31,627859,-0.19,montenegro
72,2022-12-31,627082,-0.12,montenegro
73,2023-12-31,626485,-0.1,montenegro
74,2024-12-31,626102,-0.06,montenegro
75,2025-12-31,625623,-0.08,montenegro
76,2026-12-31,625039,-0.09,montenegro
77,2027-12-31,624343,-0.11,montenegro
78,2028-12-31,623549,-0.13,montenegro
79,2029-12-31,622668,-0.14,montenegro
80,2030-12-31,621696,-0.16,montenegro
81,2031-12-31,620632,-0.17,montenegro
82,2032-12-31,619469,-0.19,montenegro
83,2033-12-31,618208,-0.2,montenegro
84,2034-12-31,616859,-0.22,montenegro
85,2035-12-31,615427,-0.23,montenegro
86,2036-12-31,613922,-0.24,montenegro
87,2037-12-31,612346,-0.26,montenegro
88,2038-12-31,610696,-0.27,montenegro
89,2039-12-31,608976,-0.28,montenegro
90,2040-12-31,607201,-0.29,montenegro
91,2041-12-31,605364,-0.3,montenegro
92,2042-12-31,603442,-0.32,montenegro
93,2043-12-31,601475,-0.33,montenegro
94,2044-12-31,599465,-0.33,montenegro
95,2045-12-31,597396,-0.35,montenegro
96,2046-12-31,595288,-0.35,montenegro
97,2047-12-31,593128,-0.36,montenegro
98,2048-12-31,590925,-0.37,montenegro
99,2049-12-31,588678,-0.38,montenegro
100,2050-12-31,586385,-0.39,montenegro
101,2051-12-31,584043,-0.4,montenegro
102,2052-12-31,581646,-0.41,montenegro
103,2053-12-31,579195,-0.42,montenegro
104,2054-12-31,576689,-0.43,montenegro
105,2055-12-31,574128,-0.44,montenegro
106,2056-12-31,571502,-0.46,montenegro
107,2057-12-31,568820,-0.47,montenegro
108,2058-12-31,566092,-0.48,montenegro
109,2059-12-31,563308,-0.49,montenegro
110,2060-12-31,560472,-0.5,montenegro
111,2061-12-31,557593,-0.51,montenegro
112,2062-12-31,554668,-0.52,montenegro
113,2063-12-31,551694,-0.54,montenegro
114,2064-12-31,548655,-0.55,montenegro
115,2065-12-31,545571,-0.56,montenegro
116,2066-12-31,542438,-0.57,montenegro
117,2067-12-31,539264,-0.59,montenegro
118,2068-12-31,536052,-0.6,montenegro
119,2069-12-31,532818,-0.6,montenegro
120,2070-12-31,529556,-0.61,montenegro
121,2071-12-31,526260,-0.62,montenegro
122,2072-12-31,522953,-0.63,montenegro
123,2073-12-31,519634,-0.63,montenegro
124,2074-12-31,516311,-0.64,montenegro
125,2075-12-31,512968,-0.65,montenegro
126,2076-12-31,509613,-0.65,montenegro
127,2077-12-31,506250,-0.66,montenegro
128,2078-12-31,502873,-0.67,montenegro
129,2079-12-31,499503,-0.67,montenegro
130,2080-12-31,496139,-0.67,montenegro
131,2081-12-31,492769,-0.68,montenegro
132,2082-12-31,489413,-0.68,montenegro
133,2083-12-31,486070,-0.68,montenegro
134,2084-12-31,482713,-0.69,montenegro
135,2085-12-31,479357,-0.7,montenegro
136,2086-12-31,476018,-0.7,montenegro
137,2087-12-31,472682,-0.7,montenegro
138,2088-12-31,469342,-0.71,montenegro
139,2089-12-31,465997,-0.71,montenegro
140,2090-12-31,462649,-0.72,montenegro
141,2091-12-31,459301,-0.72,montenegro
142,2092-12-31,455950,-0.73,montenegro
143,2093-12-31,452599,-0.73,montenegro
144,2094-12-31,449257,-0.74,montenegro
145,2095-12-31,445920,-0.74,montenegro
146,2096-12-31,442586,-0.75,montenegro
147,2097-12-31,439250,-0.75,montenegro
148,2098-12-31,435913,-0.76,montenegro
149,2099-12-31,432584,-0.76,montenegro
150,2100-12-31,429267,-0.77,montenegro
0,1950-12-31,10093554,,netherlands
1,1951-12-31,10226295,1.32,netherlands
2,1952-12-31,10361805,1.33,netherlands
3,1953-12-31,10497290,1.31,netherlands
4,1954-12-31,10631383,1.28,netherlands
5,1955-12-31,10767906,1.28,netherlands
6,1956-12-31,10905345,1.28,netherlands
7,1957-12-31,11046130,1.29,netherlands
8,1958-12-31,11191752,1.32,netherlands
9,1959-12-31,11341765,1.34,netherlands
10,1960-12-31,11493117,1.33,netherlands
11,1961-12-31,11647367,1.34,netherlands
12,1962-12-31,11803458,1.34,netherlands
13,1963-12-31,11958415,1.31,netherlands
14,1964-12-31,12117829,1.33,netherlands
15,1965-12-31,12275791,1.3,netherlands
16,1966-12-31,12426787,1.23,netherlands
17,1967-12-31,12576967,1.21,netherlands
18,1968-12-31,12727200,1.19,netherlands
19,1969-12-31,12881249,1.21,netherlands
20,1970-12-31,13037686,1.21,netherlands
21,1971-12-31,13186712,1.14,netherlands
22,1972-12-31,13324176,1.04,netherlands
23,1973-12-31,13447570,0.93,netherlands
24,1974-12-31,13560532,0.84,netherlands
25,1975-12-31,13663969,0.76,netherlands
26,1976-12-31,13760112,0.7,netherlands
27,1977-12-31,13855566,0.69,netherlands
28,1978-12-31,13949408,0.68,netherlands
29,1979-12-31,14040287,0.65,netherlands
30,1980-12-31,14130387,0.64,netherlands
31,1981-12-31,14217318,0.62,netherlands
32,1982-12-31,14296533,0.56,netherlands
33,1983-12-31,14369647,0.51,netherlands
34,1984-12-31,14441927,0.5,netherlands
35,1985-12-31,14515704,0.51,netherlands
36,1986-12-31,14592531,0.53,netherlands
37,1987-12-31,14675301,0.57,netherlands
38,1988-12-31,14762318,0.59,netherlands
39,1989-12-31,14850225,0.6,netherlands
40,1990-12-31,14944548,0.64,netherlands
41,1991-12-31,15046584,0.68,netherlands
42,1992-12-31,15150685,0.69,netherlands
43,1993-12-31,15251086,0.66,netherlands
44,1994-12-31,15349478,0.65,netherlands
45,1995-12-31,15446668,0.63,netherlands
46,1996-12-31,15538616,0.6,netherlands
47,1997-12-31,15629905,0.59,netherlands
48,1998-12-31,15722594,0.59,netherlands
49,1999-12-31,15812487,0.57,netherlands
50,2000-12-31,15899135,0.55,netherlands
51,2001-12-31,15981636,0.52,netherlands
52,2002-12-31,16057040,0.47,netherlands
53,2003-12-31,16127579,0.44,netherlands
54,2004-12-31,16196035,0.42,netherlands
55,2005-12-31,16261831,0.41,netherlands
56,2006-12-31,16325677,0.39,netherlands
57,2007-12-31,16391232,0.4,netherlands
58,2008-12-31,16460770,0.42,netherlands
59,2009-12-31,16536208,0.46,netherlands
60,2010-12-31,16617117,0.49,netherlands
61,2011-12-31,16701472,0.51,netherlands
62,2012-12-31,16785299,0.5,netherlands
63,2013-12-31,16867352,0.49,netherlands
64,2014-12-31,16954081,0.51,netherlands
65,2015-12-31,17041107,0.51,netherlands
66,2016-12-31,17124505,0.49,netherlands
67,2017-12-31,17207198,0.48,netherlands
68,2018-12-31,17286042,0.46,netherlands
69,2019-12-31,17363262,0.45,netherlands
70,2020-12-31,17434557,0.41,netherlands
71,2021-12-31,17501696,0.39,netherlands
72,2022-12-31,17564014,0.36,netherlands
73,2023-12-31,17618299,0.31,netherlands
74,2024-12-31,17671125,0.3,netherlands
75,2025-12-31,17722333,0.29,netherlands
76,2026-12-31,17771604,0.28,netherlands
77,2027-12-31,17818839,0.27,netherlands
78,2028-12-31,17863750,0.25,netherlands
79,2029-12-31,17905449,0.23,netherlands
80,2030-12-31,17943803,0.21,netherlands
81,2031-12-31,17978614,0.19,netherlands
82,2032-12-31,18009471,0.17,netherlands
83,2033-12-31,18036007,0.15,netherlands
84,2034-12-31,18058190,0.12,netherlands
85,2035-12-31,18075642,0.1,netherlands
86,2036-12-31,18088257,0.07,netherlands
87,2037-12-31,18096419,0.05,netherlands
88,2038-12-31,18100104,0.02,netherlands
89,2039-12-31,18100067,0.0,netherlands
90,2040-12-31,18096392,-0.02,netherlands
91,2041-12-31,18088839,-0.04,netherlands
92,2042-12-31,18078167,-0.06,netherlands
93,2043-12-31,18064333,-0.08,netherlands
94,2044-12-31,18046977,-0.1,netherlands
95,2045-12-31,18027049,-0.11,netherlands
96,2046-12-31,18004933,-0.12,netherlands
97,2047-12-31,17980469,-0.14,netherlands
98,2048-12-31,17954107,-0.15,netherlands
99,2049-12-31,17926277,-0.16,netherlands
100,2050-12-31,17897025,-0.16,netherlands
101,2051-12-31,17866601,-0.17,netherlands
102,2052-12-31,17835289,-0.18,netherlands
